,區號名
5581,(1403)鳳山段草店尾小段
5582,(1433)鳳甲段
5583,(1441)鳳頂段
5584,(1449)鳳翔段
5585,(1455)鳳西段
5586,(1461)鳳青段
5587,(1440)灣頭段
5588,(1637)下厝段
5589,(1603)中芸段
5590,(1604)中芸段一小段
5591,(1626)中汕段
5592,(1633)中厝段
5593,(1639)中門段
5594,(1641)五福段
5595,(1613)王公廟段
5596,(1614)王公廟段一小段
5597,(1615)王公廟段苦苓腳小段
5598,(1616)王公廟段苦苓腳一小段
5599,(1617)王公廟段苦苓腳二小段
5600,(1645)王公段
5601,(1631)田中央段
5602,(1600)汕尾段
5603,(1601)汕尾段一小段
5604,(1602)汕尾段二小段
5605,(1644)東隆段
5606,(1620)林子邊段
5607,(1621)林子邊段一小段
5608,(1622)林子邊段二小段
5609,(1623)林園段
5610,(1642)林潭段
5611,(1630)柚子腳段
5612,(1634)清水巖段
5613,(1628)頂厝段
5614,(1640)頂溪州段
5615,(1609)港子埔段
5616,(1610)港子埔段一小段
5617,(1611)港子埔段中坑門小段
5618,(1646)新測段
5619,(1605)溪州段
5620,(1606)溪州段一小段
5621,(1607)溪州段二小段
5622,(1608)溪州段三小段
5623,(1632)福德段
5624,(1624)鳳芸段
5625,(1625)鳳芸段一小段
5626,(1636)廣應段
5627,(1618)潭頭段
5628,(1619)潭頭段一小段
5629,(1635)龍潭段
5630,(1638)龔林段
5631,(1767)三隆段
5632,(1764)上寮北段
5633,(1765)上寮南段
5634,(1711)大寮段
5635,(1712)大寮段一小段
5636,(1713)大寮段二小段
5637,(1714)大寮段三小段
5638,(1715)大寮段芎蕉腳小段
5639,(1716)大寮段芎蕉腳一小段
5640,(1707)山子頂段
5641,(1708)山子頂段一小段
5642,(1709)山子頂段二小段
5643,(1771)山頂段
5644,(1737)中庄北段
5645,(1738)中庄南段
5646,(1742)仁德段
5647,(1725)內厝段
5648,(1727)內湖段
5649,(1728)內坑段
5650,(1747)六合段
5651,(1726)水源段
5652,(1752)水廠段
5653,(1748)王厝段
5654,(1745)民新段
5655,(1724)永芳段
5656,(1741)永芳壹段
5657,(1755)伍厝段
5658,(1735)江山段
5659,(1717)赤崁段
5660,(1718)赤崁段一小段
5661,(1719)赤崁段潮州寮小段
5662,(1720)赤崁段潮州寮一小段
5663,(1721)赤崁段潮州寮二小段
5664,(1722)赤崁段潮州寮三小段
5665,(1750)明善段
5666,(1760)林內段
5667,(1773)河堤段
5668,(1749)邱厝坪段
5669,(1772)保生段
5670,(1744)前庄段
5671,(1734)後庄段
5672,(1743)後壁寮段
5673,(1710)拷潭段
5674,(1733)昭明段
5675,(1740)琉球段
5676,(1703)翁公園段
5677,(1704)翁公園段一小段
5678,(1705)翁公園段二小段
5679,(1706)翁公園段三小段
5680,(1739)翁園段
5681,(1766)頂寮段
5682,(1746)開封段
5683,(1754)黃厝段
5684,(1761)新庄段
5685,(1762)新厝北段
5686,(1763)新厝南段
5687,(1723)會社段
5688,(1758)會結北段
5689,(1759)會結南段
5690,(1770)會明段
5691,(1736)溪寮段
5692,(1729)義和段
5693,(1730)義堂段
5694,(1731)義仁段
5695,(1732)義勇段
5696,(1774)農場段
5697,(1768)過溪段
5698,(1751)潭平段
5699,(1753)潭鳳段
5700,(1756)潮寮北段
5701,(1757)潮寮南段
5702,(1769)濃公段
5703,(1700)磚子磘段
5704,(1701)磚子磘段一小段
5705,(1702)磚子磘段二小段
5706,(1913)九曲段
5707,(1936)三和段
5708,(1917)土角厝段
5709,(1915)大庄段
5710,(1918)大樹保安段
5711,(1919)大樹新吉段
5712,(1933)小坪段
5713,(1908)中興段
5714,(1920)水寮段
5715,(1923)水安段
5716,(1928)水廠段
5717,(1907)永豐段
5718,(1938)田寮段
5719,(1922)竹寮段
5720,(1939)佛光段
5721,(1935)和山段
5722,(1921)坪頂段
5723,(1932)姑山段
5724,(1909)東隆段
5725,(1925)洲仔段
5726,(1916)埔尾段
5727,(1911)曹公段
5728,(1934)統嶺段
5729,(1910)湖底段
5730,(1912)新興段
5731,(1924)新溪埔段
5732,(1930)新水安段
5733,(1927)福德段
5734,(1914)維新段
5735,(1940)學城段
5736,(1926)興田段
5737,(1929)興山段
5738,(1937)興和段
5739,(1931)龍目段
5740,(2004)三奶壇段
5741,(2005)三奶壇段一小段
5742,(2006)三奶壇段二小段
5743,(2003)大社段
5744,(2011)大安段
5745,(2012)大安段一小段
5746,(2009)中里段
5747,(2032)水哮段
5748,(2025)圳觀段
5749,(2030)尖山腳段
5750,(2033)承天段
5751,(2007)林子邊段
5752,(2008)林子邊段一小段
5753,(2029)林邊段
5754,(2002)保舍甲段
5755,(2019)保安段
5756,(2027)保甲段
5757,(2028)保社段
5758,(2031)食坑段
5759,(2021)清福段
5760,(2022)萬金段
5761,(2026)嘉誠段
5762,(2015)翠屏段
5763,(2016)翠屏段一小段
5764,(2017)翠屏段二小段
5765,(2013)興農段
5766,(2014)興農段一小段
5767,(2018)興工段
5768,(2024)鹽埕段
5769,(2023)觀音山段
5770,(2114)八卦寮段
5771,(2131)八德段
5772,(2159)八卦段
5773,(2115)大灣段
5774,(2153)大昌段
5775,(2109)仁武段
5776,(2116)仁春段
5777,(2117)仁德段
5778,(2119)仁營段
5779,(2121)仁新段
5780,(2124)仁雄段
5781,(2140)仁龍段
5782,(2154)仁勇段
5783,(2156)仁義段
5784,(2126)文武段
5785,(2133)北屋段
5786,(2137)永仁段
5787,(2143)永和段
5788,(2120)竹後段
5789,(2122)竹園段
5790,(2103)考潭段
5791,(2107)赤山子段
5792,(2127)赤南段
5793,(2128)金鼎段
5794,(2135)後港段
5795,(2161)後港東段
5796,(2149)烏林段
5797,(2130)草潭段
5798,(2144)善德段
5799,(2134)慈惠段
5800,(2150)新赤山段
5801,(2152)新赤山段商九小段
5802,(2155)新後港西段
5803,(2160)新庄南段
5804,(2139)暘善段
5805,(2129)瑞鴻段
5806,(2138)綠園段
5807,(2123)澄清段
5808,(2125)澄潭段
5809,(2136)澄觀段
5810,(2147)澄德段
5811,(2148)澄合段
5812,(2151)澄合段商五小段
5813,(2145)霞海段
5814,(2132)豐禾段
5815,(2104)灣子內段
5816,(2141)灣勢段
5817,(2142)灣北段
5818,(2157)觀音湖段
5819,(2206)大脚腿段
5820,(2207)大脚腿段一小段
5821,(2216)大華段
5822,(2217)大華段一小段
5823,(2228)大同段
5824,(2229)大德段
5825,(2230)大德段一小段
5826,(2233)大埤段
5827,(2242)大丘園段
5828,(2243)大竹段
5829,(2245)大同段龍泉小段
5830,(2213)山水段
5831,(2224)仁美段
5832,(2225)仁和段
5833,(2237)仁愛段
5834,(2232)正修段
5835,(2211)田草埔段
5836,(2236)同心段
5837,(2226)育英段
5838,(2227)育才段
5839,(2239)育仁段
5840,(2219)林內段
5841,(2235)松埔段
5842,(2214)長庚段
5843,(2218)青雲段
5844,(2221)美山段
5845,(2222)美德段
5846,(2244)美德段神美小段
5847,(2241)埔嶺段
5848,(2238)神農段
5849,(2204)崎子脚段
5850,(2205)崎子脚段一小段
5851,(2201)鳥松段
5852,(2223)華美段
5853,(2215)圓山段
5854,(2202)夢裡段
5855,(2203)夢裡段一小段
5856,(2220)夢清段
5857,(2212)鳳松段
5858,(2234)學園段
5859,(2240)灣裡段
5860,(2231)觀湖段
5861,(2208)坔埔段
5862,(2209)坔埔段一小段
5863,(2374)三和段
5864,(2347)下竹圍段
5865,(2312)大寮段
5866,(2327)大勇段
5867,(2328)大紅段
5868,(2329)大紅段一小段
5869,(2330)大公段
5870,(2331)大全段
5871,(2333)大仁段
5872,(2334)大智段
5873,(2335)大智段協和小段
5874,(2360)大德段
5875,(2371)大華段
5876,(2361)中山段
5877,(2319)五甲尾段
5878,(2337)介壽段
5879,(2369)友情段
5880,(2332)文化段
5881,(2350)文心段
5882,(2309)台上段
5883,(2352)台安段
5884,(2366)台富段
5885,(2323)本洲段
5886,(2305)白米段
5887,(2306)白米段一小段
5888,(2325)石螺潭段
5889,(2364)石螺段
5890,(2340)成功段
5891,(2341)竹圍段
5892,(2336)協榮段
5893,(2368)和平段
5894,(2300)岡山段
5895,(2351)岡工段
5896,(2359)岡科段
5897,(2356)忠誠段
5898,(2365)長榮段
5899,(2370)信義段
5900,(2301)前峰段
5901,(2303)後協段
5902,(2310)後紅段
5903,(2346)為隨段
5904,(2362)軍校段
5905,(2367)清水段
5906,(2342)富貴段
5907,(2326)程香段
5908,(2343)華崗段
5909,(2344)華興段
5910,(2375)菜寮段
5911,(2307)街尾崙段
5912,(2338)陽明段
5913,(2355)新本洲段
5914,(2345)嘉興段
5915,(2348)嘉潭段
5916,(2358)嘉旺段
5917,(2372)嘉新段
5918,(2373)嘉華段
5919,(2357)福潭段
5920,(2339)劉厝段
5921,(2363)機場段
5922,(2349)鹽埔段
5923,(2353)灣裡段
5924,(2354)灣裡西段
5925,(2314)拕子段
5926,(2315)拕子段一小段
5927,(2316)拕子段二小段
5928,(2317)拕子段三小段
5929,(2318)拕子段四小段
5930,(2410)九甲圍段
5931,(2429)三仙段
5932,(2400)中崎段
5933,(2433)中峰段
5934,(2434)內庄段
5935,(2407)仕隆段
5936,(2408)仕隆段一小段
5937,(2409)仕隆段二小段
5938,(2415)仕豐段
5939,(2416)仕興段
5940,(2423)仕和段
5941,(2431)甲圍段
5942,(2414)白樹子段
5943,(2427)芋林段
5944,(2421)建樹段
5945,(2426)後壁田段
5946,(2411)頂塩田段
5947,(2412)頂塩田段一小段
5948,(2419)筆秀段
5949,(2432)新莊段
5950,(2420)德松段
5951,(2425)樹德段
5952,(2428)樹林段
5953,(2404)橋子頭段
5954,(2405)橋子頭段一小段
5955,(2406)橋子頭段二小段
5956,(2417)橋南段
5957,(2418)橋北段
5958,(2424)橋中段
5959,(2422)興樹段
5960,(2430)鹽塭段
5961,(2500)千秋寮段
5962,(2501)千秋寮段一小段
5963,(2539)中安段
5964,(2536)代天府段
5965,(2534)北角宿段
5966,(2524)安招段
5967,(2525)安東段
5968,(2526)安西段
5969,(2527)安南段
5970,(2528)安北段
5971,(2518)尖山段
5972,(2546)坑口段
5973,(2535)南角宿段
5974,(2514)面前埔段一小段
5975,(2538)海城段
5976,(2502)深水段
5977,(2504)援巢中段
5978,(2505)援巢中段一小段
5979,(2503)湖子內段
5980,(2542)鳳雄段
5981,(2543)鳳龍段
5982,(2545)橫山段
5983,(2519)燕中段
5984,(2520)燕東段
5985,(2521)燕西段
5986,(2522)燕南段
5987,(2523)燕北段
5988,(2540)燕新段
5989,(2541)興龍段
5990,(2508)瓊子林段
5991,(2529)瓊東段
5992,(2530)瓊中段
5993,(2531)瓊興段
5994,(2532)瓊西段
5995,(2533)瓊安段
5996,(2537)觀水段
5997,(2615)大崗山段
5998,(2604)水蛙潭段
5999,(2605)水蛙潭段一小段
6000,(2606)水蛙潭段二小段
6001,(2607)牛稠埔段
6002,(2608)牛稠埔段一小段
6003,(2613)古亭坑段
6004,(2614)古亭坑段一小段
6005,(2611)打鹿埔段
6006,(2612)打鹿埔段一小段
6007,(2600)田寮段
6008,(2601)田寮段一小段
6009,(2609)狗氳氤段
6010,(2610)狗氳氤段一小段
6011,(2602)南安老段
6012,(2603)南安老段一小段
6013,(2616)崇西段
6014,(2713)九鬮段
6015,(2714)九鬮段一小段
6016,(2709)土庫段
6017,(2710)土庫段一小段
6018,(2700)中路段
6019,(2701)中路段一小段
6020,(2726)中軍段
6021,(2716)北蓮段
6022,(2720)玉庫段
6023,(2702)石案潭段
6024,(2703)石案潭段一小段
6025,(2718)和蓮段
6026,(2721)東蓮段
6027,(2711)阿蓮段
6028,(2712)阿蓮段一小段
6029,(2719)青蓮段
6030,(2723)青安段
6031,(2717)南蓮段
6032,(2727)峰崗段
6033,(2730)埤仔尾段
6034,(2722)崑崙段
6035,(2704)崙子頂段
6036,(2705)崙子頂段一小段
6037,(2729)崙港段
6038,(2706)崗山營段
6039,(2707)崗山營段一小段
6040,(2708)崗山營段二小段
6041,(2725)復安段
6042,(2731)雄峰段
6043,(2728)福蓮段
6044,(2724)德宜段
6045,(2811)三爺埤段
6046,(2837)三爺段
6047,(2805)下坑段
6048,(2806)下坑段一小段
6049,(2848)下甲段
6050,(2809)大社段
6051,(2825)大同段
6052,(2843)大仁段
6053,(2829)中興段
6054,(2833)中華段
6055,(2816)文北段
6056,(2817)文南段
6057,(2812)北嶺墘段
6058,(2835)北嶺段
6059,(2840)立德段
6060,(2818)竹西段
6061,(2819)竹南段
6062,(2828)竹東段
6063,(2845)竹園段
6064,(2830)忠孝段
6065,(2842)東安段
6066,(2823)社東段
6067,(2826)社中段
6068,(2841)金平段
6069,(2820)保安段
6070,(2847)頂寮段
6071,(2824)復興段
6072,(2827)智仁段
6073,(2832)華山段
6074,(2834)華正段
6075,(2849)順安段
6076,(2802)新園段
6077,(2803)新園段一小段
6078,(2804)新園段二小段
6079,(2822)新興段
6080,(2836)新達段
6081,(2831)聖母段
6082,(2808)路竹段
6083,(2838)路科段
6084,(2846)福善段
6085,(2851)樹人段
6086,(2850)營前段
6087,(2844)環球段
6088,(2839)觀音段
6089,(2900)大湖段
6090,(2901)大湖段一小段
6091,(2919)工專段
6092,(2908)中山段
6093,(2923)天福段
6094,(2922)正義段
6095,(2921)民生段
6096,(2915)玉湖段
6097,(2914)自強段
6098,(2907)明宗段
6099,(2909)東方段
6100,(2911)武功段
6101,(2920)長壽段
6102,(2903)海埔段
6103,(2925)海山段
6104,(2926)草仔寮段
6105,(2912)清水段
6106,(2904)圍子內段
6107,(2905)圍子內段一小段
6108,(2906)圍子內段二小段
6109,(2917)普濟段
6110,(2902)湖內段
6111,(2913)慈濟段
6112,(2918)寧靖段
6113,(2916)碧湖段
6114,(2910)福安段
6115,(2924)劉家段
6116,(3015)正順段
6117,(3006)白雲段
6118,(3009)白砂段
6119,(3014)成功段
6120,(3011)保萣段
6121,(3004)崎漏段
6122,(3005)崎漏段一小段
6123,(3001)頂茄萣段
6124,(3002)頂茄萣段一小段
6125,(3003)頂茄萣段二小段
6126,(3012)嘉萣段
6127,(3007)福東段
6128,(3008)福西段
6129,(3010)賜福段
6130,(3016)興達段
6131,(3013)雙萣段
6132,(3108)文興段
6133,(3106)永科段
6134,(3115)永華段
6135,(3102)竹子港段
6136,(3109)保安段
6137,(3111)保寧段
6138,(3112)保興段
6139,(3100)烏樹林段
6140,(3110)復興段
6141,(3113)新港段
6142,(3114)新厝段
6143,(3107)維新段
6144,(3104)舊港口段
6145,(3211)山頂段
6146,(3208)仁壽段
6147,(3210)四村段
6148,(3205)安港段
6149,(3213)南庄段
6150,(3207)港口段
6151,(3209)靖和段
6152,(3204)彌港段
6153,(3212)彌海段
6154,(3206)塩港段
6155,(3319)大舍段
6156,(3306)中崙段
6157,(3308)公館段
6158,(3318)同安段
6159,(3314)赤崁新段
6160,(3315)赤東段
6161,(3316)赤慈段
6162,(3321)典寶段
6163,(3302)茄苳坑段
6164,(3320)茄苳段
6165,(3300)梓官段
6166,(3305)梓信段
6167,(3307)梓平段
6168,(3309)梓中段
6169,(3310)梓和段
6170,(3311)梓義段
6171,(3317)蚵寮段
6172,(3304)頂蚵子寮段
6173,(3322)頂蚵子寮段一小段
6174,(3323)頂蚵子寮段二小段
6175,(3312)新甲段
6176,(3313)新興段
6177,(3427)十八份段
6178,(3436)三和段
6179,(3419)大德段
6180,(3434)大山段
6181,(3435)大洲段
6182,(3444)大林段
6183,(3418)中華段
6184,(3431)中溪洲段
6185,(3441)中正段
6186,(3421)太平段
6187,(3417)手巾寮段
6188,(3403)北勢段
6189,(3430)北溪洲段
6190,(3428)半廍段
6191,(3422)永和段
6192,(3424)竹峰段
6193,(3446)尚和段
6194,(3429)東昌段
6195,(3433)東平段
6196,(3442)花旗段
6197,(3432)南溪洲段
6198,(3450)秋涼山段
6199,(3438)匏仔湖段
6200,(3448)得湖段
6201,(3440)富興段
6202,(3404)圓潭子段
6203,(3405)圓潭子段一小段
6204,(3406)圓潭子段二小段
6205,(3407)圓潭子段三小段
6206,(3439)圓富段
6207,(3454)圓潭段
6208,(3445)新光段
6209,(3453)新大林段
6210,(3451)鼓山段
6211,(3400)旗山段
6212,(3401)旗山段一小段
6213,(3402)旗山段二小段
6214,(3413)旗尾段
6215,(3414)旗尾段一小段
6216,(3415)旗尾段二小段
6217,(3416)旗尾段三小段
6218,(3420)旗南段
6219,(3423)旗文段
6220,(3443)旗門段
6221,(3452)旗甲段
6222,(3426)廣福段
6223,(3437)廣溪段
6224,(3425)頭林段
6225,(3449)嶺口段
6226,(3447)欉仔坑段
6227,(3409)磱碡坑段
6228,(3410)磱碡坑段一小段
6229,(3411)磱碡坑段二小段
6230,(3412)磱碡坑段三小段
6231,(3624)九華段
6232,(3602)土壠灣段
6233,(3613)不老段
6234,(3629)中庄段
6235,(3600)六龜段
6236,(3601)六龜段一小段
6237,(3612)文武段
6238,(3628)水冬瓜段
6239,(3634)仙人圳段
6240,(3635)仙人段
6241,(3623)合興段
6242,(3616)邦復段
6243,(3617)和平段
6244,(3620)花菓段
6245,(3627)長生段
6246,(3622)津鳳段
6247,(3637)津興段
6248,(3619)美崙段
6249,(3632)埔仔厝段
6250,(3625)彩蝶段
6251,(3636)紫蝶段
6252,(3604)新威段
6253,(3605)新威段一小段
6254,(3615)新發段
6255,(3630)新寮段
6256,(3631)新民庄段
6257,(3611)義寶段
6258,(3621)葫蘆谷段
6259,(3610)龍興段
6260,(3626)羅漢段
6261,(3633)羅漢山段
6262,(3614)寶來段
6263,(3618)寶美段
6264,(3607)荖濃段
6265,(3608)荖濃段一小段
6266,(3609)荖濃段二小段
6267,(3707)大竹段
6268,(3711)中園段
6269,(3705)公館段
6270,(3706)出火段
6271,(3712)四德段
6272,(3704)甲仙段
6273,(3700)東阿里關段
6274,(3701)東阿里關段一小段
6275,(3702)東大邱園段
6276,(3703)東大邱園段一小段
6277,(3710)油礦段
6278,(3709)班芝埔段
6279,(3708)獻肚段
6280,(3804)十張犂段
6281,(3805)十張犂段一小段
6282,(3806)十張犂段二小段
6283,(3815)上平段
6284,(3820)大坑段
6285,(3814)井角段
6286,(3821)內寮段
6287,(3810)月眉段
6288,(3811)月眉段一小段
6289,(3812)月眉段二小段
6290,(3813)月眉段三小段
6291,(3816)月美段
6292,(3817)月光山段
6293,(3822)司馬段
6294,(3823)份尾段
6295,(3800)杉林段
6296,(3801)杉林段一小段
6297,(3802)茄苳湖段
6298,(3803)茄苳湖段一小段
6299,(3807)新庄段
6300,(3808)新庄段一小段
6301,(3809)新庄段二小段
6302,(3818)楠梓仙段
6303,(3819)雙坑段
6304,(3920)大埔段
6305,(3907)中埔段
6306,(3922)中新段
6307,(3910)內埔段
6308,(3915)內豐段
6309,(3912)木柵段
6310,(3918)永吉段
6311,(3919)永富段
6312,(3916)光興段
6313,(3924)竹坑段
6314,(3911)東勢埔段
6315,(3925)虎頭山段
6316,(3917)烏山段
6317,(3927)將軍段
6318,(3921)頂寮段
6319,(3913)紫竹段
6320,(3902)萊子坑段
6321,(3903)萊子坑段一小段
6322,(3904)萊子坑段二小段
6323,(3905)萊子坑段三小段
6324,(3914)菜公坑段
6325,(3900)溝坪段
6326,(3901)溝坪段一小段
6327,(3923)橫山段
6328,(3926)觀亭段
6329,(3908)脚帛寮段
6330,(3909)脚帛寮段一小段
6331,(4010)卡布諾幹段
6332,(4012)卡達納段
6333,(4018)伊贊段
6334,(4020)地固集段
6335,(4002)多納段
6336,(4021)多納塔巴卡呢段
6337,(4005)老納段
6338,(4015)伯樂伯樂段
6339,(4007)沙古吾段
6340,(4008)沙古拉段
6341,(4017)足抓了段
6342,(4016)阿查伴段
6343,(4000)茂林段
6344,(4003)扇平段
6345,(4019)得波那段
6346,(4001)萬山段
6347,(4013)道尼格段
6348,(4004)達魯伴段
6349,(4006)達魯巴令段
6350,(4009)達克車段
6351,(4011)達戶段
6352,(4014)達拉美麗段
6353,(4125)九溪段
6354,(4124)八溪段
6355,(4133)三叉段
6356,(4122)六溪段
6357,(4100)天池段
6358,(4146)巴拉戶段
6359,(4166)巴力段
6360,(4178)巴里杜布段
6361,(4145)比沙路段
6362,(4163)布妮段
6363,(4175)布那斯段
6364,(4127)玉南段
6365,(4130)玉德段
6366,(4135)玉東段
6367,(4147)伊比段
6368,(4156)伊斯坦大段
6369,(4167)伊斯里斷段
6370,(4121)多尾段
6371,(4137)安東段
6372,(4172)米珠歌伊段
6373,(4134)來山段
6374,(4139)呼頌段
6375,(4151)妮姆段
6376,(4120)拉庫段
6377,(4123)拉夫段
6378,(4160)拉瑪達段
6379,(4165)拉伕朗段
6380,(4128)東丸段
6381,(4140)阿朗段
6382,(4143)阿莉絲段
6383,(4148)阿莉段
6384,(4150)阿姆樂段
6385,(4154)阿併段
6386,(4162)阿力曼段
6387,(4129)南面段
6388,(4132)南雙段
6389,(4142)哈力路段
6390,(4117)建山段
6391,(4119)美蘭段
6392,(4171)埋阿打啊呼段
6393,(4164)書帕利段
6394,(4110)桃源段
6395,(4141)烏瑪斯段
6396,(4155)烏力段
6397,(4113)馬里段
6398,(4136)馬江段
6399,(4169)馬舒嘩段
6400,(4112)高中段
6401,(4157)基伴段
6402,(4103)梅山段
