說明,文章編號,永久連結,貼文訊息,類型,國家／地區,語言,已發佈,廣告受眾目標設定,like,comment,share
,127628276929_10157229306681930,https://www.facebook.com/cwgroup/posts/10157229306681930,【張鈞甯：人生有捨有得，所有需要結的果，一定都要有相對努力的付出】  張鈞甯影視雙棲都有亮眼表現，她分享，自己的不服輸，關乎於是否經歷過程。「如果你已經盡力，但當事情不盡如你意時，可能會遺憾，但不會後悔。」,Link,,,10/22/20, ,5187,43,743
,127628276929_10157228832051930,https://www.facebook.com/cwgroup/posts/10157228832051930,【３大常被嫌棄特質　卻是聰明人的共通點】  綜合整理美國各大學研究發現，一些小時候經常被爸媽嫌棄的壞習慣和行為，其實是一種高智商的展現,Link,,,10/22/20, ,38,9,12
,127628276929_10157229602896930,https://www.facebook.com/cwgroup/posts/10157229602896930,#國際視窗【總統辯論最終戰！　追選情、追民調一次看】  川普與拜登的最後一次交手，將在美東時間10月22日晚上9時（台灣時間23日早上9時）登場。  根據《經濟學人》調查，在前一次辯論會後第二天，賭客押注拜登的比例上升到59％。但拜登真的穩了嗎？哪些州的心最愛變來變去？完整選情變化、重點事件整理，請見⬇️⬇️,Link,,,10/22/20, ,27,1,2
,127628276929_10157229510736930,https://www.facebook.com/cwgroup/posts/10157229510736930,#Off學【凱特王妃也愛用的居家香氛】  「每個空間或物體，都有它獨特的氣味。美好的事物就該搭配令人感到愉悅的氣氛，」香氛，不只是感官享受，更能展現品味。  市面上的種類多樣化，擴香、蠟燭、噴霧、水氧機……，如何挑選、搭配，才能打造舒適的居家空間？跟著凱特王妃、專家這樣挑👉  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/22/20, ,10,1,1
,127628276929_10157229479916930,https://www.facebook.com/cwgroup/posts/10157229479916930,【韓國光鮮亮麗的背後　《金智英》作者：年輕人翻身機會消失了】 　 韓國經濟快速成長，近來軟實力更是有目共睹，《寄生上流》奪得奧斯卡最高榮譽，防彈少年團（BTS）登上告示牌音樂獎與聯合國。 　 但鎂光燈背後，是藝人頻繁自殺、貧富差距擴大與年輕人未來無望等問題。 　 《天下》獨家專訪 #82年生的金智英 作者趙南柱，聽她分析，為何韓國新世代只會更絕望、更矛盾？韓國社會怎麼了？ - 🔥更多精彩內容，請看《不能只有台積電》 >> https://bit.ly/31lrYNn,Link,,,10/22/20, ,93,4,10
,127628276929_10157229277486930,https://www.facebook.com/cwgroup/posts/10157229277486930,◤瞿宛文：台灣只壓寶台積電是很危險的！◢ 經濟部相關部門：我們要尊重自由市場，所以不主導產業政策 　 在韓國的社會運動及壓力下 韓國政府與大財閥合作的政策已經改變了！ 鋰電池、生技、網路產業擠進前十強！ 其中超越三星SDI的網路公司Kakao 創辦人更是只有54歲！ 　 台灣只壓寶台積電是對的嗎? 　 ＃瞿宛文帶你來看本期看點 📌韓國政府如何建立友善新興產業的政策 📌用台積電的成功，來看台灣產業政策的未來 📌台韓民主轉型過程中，對產業政策的選擇 　 跟著《天下》總編輯與瞿宛文的腳步 一起了解天下大勢！ --- 📢聽天下一歲了！現在只要填問卷就送《天下》付費內容免費看一個月👉https://bit.ly/2HbgzJ7 --- 🎞訂閱天下雜誌video‧看盡天下事 👉https://bit.ly/30EMsQF 　 #天下雜誌video,Video,,,10/22/20, ,11,,
,127628276929_10157229277446930,https://www.facebook.com/cwgroup/posts/10157229277446930,◤你還認為韓國只有大財閥嗎？答案是不！◢ 不再只有現代汽車與三星！韓國前十大企業有七成是新產業！ 　 在韓國的社會運動及壓力下 韓國政府與大財閥合作的政策已經改變了！ 鋰電池、生技、網路產業擠進前十強！ 其中超越三星SDI的網路公司Kakao 創辦人更是只有54歲！ 　 台灣只壓寶台積電是對的嗎? 　 ＃瞿宛文帶你來看本期看點 📌韓國政府如何建立友善新興產業的政策 📌用台積電的成功，來看台灣產業政策的未來 📌台韓民主轉型過程中，對產業政策的選擇 　 跟著《天下》總編輯與瞿宛文的腳步 一起了解天下大勢！ --- 📢聽天下一歲了！現在只要填問卷就送《天下》付費內容免費看一個月👉https://bit.ly/2HbgzJ7 --- 🎞訂閱天下雜誌video‧看盡天下事 👉https://bit.ly/30EMsQF 　 #天下雜誌video,Video,,,10/22/20, ,30,2,1
,127628276929_10157229646996930,https://www.facebook.com/cwgroup/posts/10157229646996930,【台灣流行音樂等了16年的夢　「小玲老師」能實現嗎？】  從趙傳的《我很醜可是我很溫柔》到林曉培的《心動》，黃韻玲編過許多膾炙人口的歌曲。  在《超級星光大道》擔任評審時，更是受到許多參賽者喜愛，尊稱她為「小玲老師」。  人生總是在斜槓的黃韻玲，這次多了一個新任務，從音樂圈跨足公部門，接下台北音樂中心董事長。下一個周杰倫、五月天，會在這裡誕生嗎？ 　 - ▌升級《天下》LINE，立享3日網站免費暢讀，再送$100折價券 https://maac.io/1ffB2,Link,,,10/22/20, ,37,,2
,127628276929_10157229501351930,https://www.facebook.com/cwgroup/posts/10157229501351930,【時間跟金錢到底誰重要？　答案連千萬富翁也搞錯】 　 花大把時間賺錢到底值不值得？賺越多錢，真的就會越快樂嗎？哈佛專家根據研究結果，給出了明確的回覆：答案是否定的！為什麼呢？  - 📣加入《天下》Telegram ，每日為您精選3則重點新聞 >> http://t.me/cwmagazine,Link,,,10/22/20, ,61,4,14
,127628276929_10157229556106930,https://www.facebook.com/cwgroup/posts/10157229556106930,【賀🎉🎉  《天下》6項作品獲 #卓越新聞獎 肯定】 　 卓越新聞獎昨（21）日公佈入選名單，《天下》共有6件作品入圍，榮獲評審團肯定！ 　 從新冠肺炎疫情、總統大選、到香港議題，這個世代的關鍵節點，《天下》全不缺席；影響莘莘學子的108課綱，傷害國土的廢棄物黑幕，《天下》持續用一篇又一篇的報導，試圖叩問出一個更好的台灣。 　 完整的入圍作品，歡迎點進連結查看；走向卓越的路上，也歡迎你與《天下》並肩同行。 - 🔥【支持好新聞，投資更好的自己】無限暢讀《天下》，新訂戶3個月只要$399 >> https://bit.ly/2yxJ7Yg,Link,,,10/22/20, ,34,1,
,127628276929_10157229498886930,https://www.facebook.com/cwgroup/posts/10157229498886930,【墨西哥養不起的未來】#現場在地觀察 　　 在墨西哥，人口老化絕對是一個迫在眉睫的社會問題：目前墨西哥已有 1000 萬 60 歲以上的老年人，佔全國總人口約 9％，其中僅有不到三分之一的人能獲得退休金。 　　　 這些長者大多是在墨西哥現行的社會福利制度下，毫無保障的一群。年長的他們沒有退休金或政府援助金；唯有走到超市，以這份工作補貼清貧的生活>>  　 ▍「換日線 10X10 亮點人物」網路徵選開跑，成為青年領袖由此報名 >> bit.ly/32UHFvT,Link,,,10/22/20, ,216,4,29
,127628276929_10157229498596930,https://www.facebook.com/cwgroup/posts/10157229498596930,每當我提起自己來自德國，人們總會提到賓士汽車、新天鵝堡、啤酒和豬腳。這就像丹麥令人聯想到樂高、瑞典令人聯想到IKEA、韓國令人聯想到三星和LG。  這次疫情期間，台灣以全球防疫最成功的身分登上國際舞台，這是非常了不起的成就。可是對許多沒拜訪過台灣的外國人來說，除了新冠肺炎，很難會有什麼讓他們想起台灣。在我看來，這實在是一件很可惜的事。,Link,,,10/22/20, ,169,2,4
,127628276929_10157229572871930,https://www.facebook.com/cwgroup/posts/10157229572871930,【台灣環境績效退步　遭新加坡、南韓超越】#SDGs  2020年10月16日，立法院成立了聯合國永續發展目標策進會（簡稱立院永續會），由立法院副院長蔡其昌出任會長，立委蘇巧慧為首席副會長，邀集跨黨派立委，共同推動台灣的永續發展。  立法院副院長蔡其昌說，聯合國SDGs是人類史上最大規模的自救計畫，但最新公佈衡量國家環境政策分數的EPI 2020，台灣卻比兩年前退步17名，總分更落到60分以下「不及格」。  一年多沒開會、運作的行政院永續會，有可能在立法院永續會的監督下，提高運作效率嗎？  #CSR #CSR天下 #企業社會責任 #立法院SDGs策進會 #行政院永續會 #國家環境績效指數 #EPI #永續發展 #永續外交 #永續政策 #蔡其昌 #林靜儀,Link,,,10/22/20, ,12,1,1
,127628276929_10157229441441930,https://www.facebook.com/cwgroup/posts/10157229441441930,#廣編企劃 【2020米粉摃丸節 深度體驗新竹魅力！】  提到新竹美食與特產，米粉與摃丸當之無愧！2020新竹市米粉摃丸節將於本周末陸續登場，摃丸節將在10月24日(週六)在新竹市228公園舉辦，米粉節將在10月25日(週日) 南勢青南宮前登場，帶領大家品嘗美食、深入在地產業文化！  #新竹市政府 #新竹觀光 #米粉摃丸節 #新竹米粉節,Link,,,10/22/20, ,22,2,2
,127628276929_10157229501101930,https://www.facebook.com/cwgroup/posts/10157229501101930,【未來城市，向所有台灣防疫英雄致敬】  未來城市FutureCity@天下 獲得2020年「台灣醫療報導獎」平面類佳作，這是台灣最重要的醫療報導獎，由中華民國醫師協會全國聯合會（簡稱全聯會）主辦。全聯會是台灣最大醫師社團，全台五萬多位醫師，都是公會成員。  2020年一月武漢肺炎爆發後，醫護，無疑也是神經繃得最緊的一群人；點進全聯會網站，還能看到1/3衛生福利部疾病管制署發出的《致醫界通函第392號》：  「因應中國大陸武漢地區發生肺炎疫情，且目前是肺炎、流感好發的季節，為防範疫情於醫療機構內傳播，疾管署籲請各位醫界朋友，於執業過程中提高警覺⋯⋯」  在那之後的事，我們都知道了。2020年，世界翻天覆地，台灣歲月靜好。但，究竟是誰在替我們負重前行？例如：  當廠商放話抬高口罩價格，是誰軟硬兼施壓下價格，使第一線醫護沒有崩潰？  幾週內暴增數萬名隔離者，是誰定時打電話安撫他們心情、傳遞衛教知識？  被WHO誣陷的那個週末，是誰用科技實力贏得國際賽事，為台灣醫療打氣爭光？  問題的解答，都是我們事後才在研討會和資料裡發掘的故事——回首來時路，才恍然關鍵時刻若沒這群人，台灣，或許就不是現在的模樣。  我們將三篇報導收納成「當初幸好有你——疫情百日回顧」系列，向所有防疫英雄致敬，也期待平安的2021。  邀請你一起回顧。  #未來城市 #智慧城市 #智慧醫療   #中華民國醫師協會全國聯合會 #台灣醫療報導獎 #科技防疫,Link,,,10/22/20, ,85,2,2
,127628276929_10157229429806930,https://www.facebook.com/cwgroup/posts/10157229429806930,【教改挑戰清單－製作學習歷程檔案，會有不公平的狀況出現嗎？】  學習歷程檔案議題持續燃燒，除了對於檔案製作與上傳有不少疑問之外，不少家長也擔心，家中高一生上學期完全沒上傳任何檔案，會不會影響升學？大學選才時是否會有不公平的狀況出現？學習歷程專家怎麼說>>  👉閱讀完整文章：https://bit.ly/37r34zG 👉深入了解108課綱：https://bit.ly/34zWfZE  #108課綱 #素養教育 #2020天下教育特刊 #11月正式出刊 #現正預購中,Link,,,10/22/20, ,11,,1
,127628276929_10157228646761930,https://www.facebook.com/cwgroup/posts/10157228646761930,【績效管理風格，扼殺創意？】  當了42年的台灣零售龍頭，統一超商向來很難忍受自己「不是第一」。  統一超商獲利衰退，股價在8月、9月兩度被老二全家便利商店超越，連最引以為傲的外資持股，都從去年同期40%降到今年10月的34%。  統一超商怎麼了？,Link,,,10/21/20, ,172,39,22
,127628276929_10157229338671930,https://www.facebook.com/cwgroup/posts/10157229338671930,【花10年「子償父債」15億　陶傳正賺到心安理得的半百人生】 　 39歲時的陶傳正遭逢巨變。父親的公司跳票15億，宣告破產。  別的富二代避之唯恐不及的還債歲月，陶傳正選擇勇敢面對。現在回想起來，他發現這是人生最精彩的十年！,Link,,,10/21/20, ,1460,16,105
,127628276929_10157229269546930,https://www.facebook.com/cwgroup/posts/10157229269546930,【從日常養成不顯老的習慣】  為什麼有些人讓人猜不出年紀、不顯老？怎麼吃、怎麼動、怎麼睡、怎麼想，決定你老得快或慢。  科學研究幫你建立40歲後的新習慣，慢慢老。,Link,,,10/21/20, ,140,1,46
,127628276929_10157229173556930,https://www.facebook.com/cwgroup/posts/10157229173556930,【沉潛15年，浴火重生成電動車尾燈之王　他如何再起？】  台灣LED界教父的黃國欣，創立的國聯光電股價曾經破百，卻一度下跌到不到20元，甚至「被離職」。  太太一句話激勵：「你骨子裡就是一個企業家，」這對光電夫妻，一個敢衝、一個細膩，靠著技術與服務打入外國車廠供應鏈。掉到谷底的老董如何輝煌再起？  👉免費訂閱《天下電子報》，每日關鍵新聞不漏接 >> https://bit.ly/3gezkXB,Link,,,10/21/20, ,29,2,1
